Month,Year,Industry,Count
Apr,2020,Total nonfarm,64104
Apr,2021,Total nonfarm,71806
Aug,2011,Total nonfarm,65485
Aug,2012,Total nonfarm,66462
Aug,2013,Total nonfarm,67594
Aug,2014,Total nonfarm,68657
Aug,2015,Total nonfarm,70101
Aug,2016,Total nonfarm,71779
Aug,2017,Total nonfarm,72755
Aug,2018,Total nonfarm,74140
Aug,2019,Total nonfarm,75451
Aug,2020,Total nonfarm,70227
Aug,2021,Total nonfarm,73476
Dec,2011,Total nonfarm,65778
Dec,2012,Total nonfarm,66790
Dec,2013,Total nonfarm,67965
Dec,2014,Total nonfarm,69259
Dec,2015,Total nonfarm,70649
Dec,2016,Total nonfarm,72134
Dec,2017,Total nonfarm,73119
Dec,2018,Total nonfarm,74546
Dec,2019,Total nonfarm,76027
Dec,2020,Total nonfarm,70852
Feb,2011,Total nonfarm,65161
Feb,2012,Total nonfarm,66064
Feb,2013,Total nonfarm,66961
Feb,2014,Total nonfarm,68048
Feb,2015,Total nonfarm,69479
Feb,2016,Total nonfarm,70933
Feb,2017,Total nonfarm,72285
Feb,2018,Total nonfarm,73421
Feb,2019,Total nonfarm,74746
Feb,2020,Total nonfarm,76309
Feb,2021,Total nonfarm,71360
Jan,2011,Total nonfarm,65117
Jan,2012,Total nonfarm,65955
Jan,2013,Total nonfarm,66880
Jan,2014,Total nonfarm,67977
Jan,2015,Total nonfarm,69338
Jan,2016,Total nonfarm,70780
Jan,2017,Total nonfarm,72184
Jan,2018,Total nonfarm,73203
Jan,2019,Total nonfarm,74674
Jan,2020,Total nonfarm,76161
Jan,2021,Total nonfarm,71031
July,2011,Total nonfarm,65466
July,2012,Total nonfarm,66401
July,2013,Total nonfarm,67450
July,2014,Total nonfarm,68568
July,2015,Total nonfarm,70042
July,2016,Total nonfarm,71668
July,2017,Total nonfarm,72675
July,2018,Total nonfarm,73999
July,2019,Total nonfarm,75318
July,2020,Total nonfarm,69374
July,2021,Total nonfarm,73300
June,2011,Total nonfarm,65445
June,2012,Total nonfarm,66317
June,2013,Total nonfarm,67336
June,2014,Total nonfarm,68492
June,2015,Total nonfarm,69954
June,2016,Total nonfarm,71426
June,2017,Total nonfarm,72527
June,2018,Total nonfarm,73933
June,2019,Total nonfarm,75159
June,2020,Total nonfarm,68241
June,2021,Total nonfarm,72593
Mar,2011,Total nonfarm,65243
Mar,2012,Total nonfarm,66155
Mar,2013,Total nonfarm,67070
Mar,2014,Total nonfarm,68155
Mar,2015,Total nonfarm,69534
Mar,2016,Total nonfarm,71099
Mar,2017,Total nonfarm,72321
Mar,2018,Total nonfarm,73510
Mar,2019,Total nonfarm,74856
Mar,2020,Total nonfarm,75429
Mar,2021,Total nonfarm,71634
May,2011,Total nonfarm,65369
May,2012,Total nonfarm,66295
May,2013,Total nonfarm,67267
May,2014,Total nonfarm,68391
May,2015,Total nonfarm,69826
May,2016,Total nonfarm,71287
May,2017,Total nonfarm,72452
May,2018,Total nonfarm,73794
May,2019,Total nonfarm,75077
May,2020,Total nonfarm,65348
May,2021,Total nonfarm,72129
Nov,2011,Total nonfarm,65712
Nov,2012,Total nonfarm,66702
Nov,2013,Total nonfarm,67919
Nov,2014,Total nonfarm,69105
Nov,2015,Total nonfarm,70513
Nov,2016,Total nonfarm,72035
Nov,2017,Total nonfarm,73044
Nov,2018,Total nonfarm,74474
Nov,2019,Total nonfarm,75895
Nov,2020,Total nonfarm,71100
Oct,2011,Total nonfarm,65655
Oct,2012,Total nonfarm,66617
Oct,2013,Total nonfarm,67770
Oct,2014,Total nonfarm,68966
Oct,2015,Total nonfarm,70373
Oct,2016,Total nonfarm,71971
Oct,2017,Total nonfarm,72887
Oct,2018,Total nonfarm,74343
Oct,2019,Total nonfarm,75725
Oct,2020,Total nonfarm,70923
Sep,2011,Total nonfarm,65557
Sep,2012,Total nonfarm,66541
Sep,2013,Total nonfarm,67690
Sep,2014,Total nonfarm,68834
Sep,2015,Total nonfarm,70217
Sep,2016,Total nonfarm,71927
Sep,2017,Total nonfarm,72789
Sep,2018,Total nonfarm,74221
Sep,2019,Total nonfarm,75604
Sep,2020,Total nonfarm,70583
Sep,2021,Total nonfarm,73450
